amfi_code,date,nav,daily_return,annualized_return
100016,2022-01-03,520.4608,,
100016,2022-01-04,515.0971,-0.010305675278522441,-0.9265025746347809
100016,2022-01-05,521.7239,0.012865147173222402,24.061673580059278
100016,2022-01-06,515.788,-0.011377473794089044,-0.9440646369169403
100016,2022-01-07,515.1639,-0.001209993253041941,-0.2629524888398892
100016,2022-01-10,510.7136,-0.008638609964712218,-0.8876781692350193
100016,2022-01-11,513.5542,0.005562021453902943,3.0460692472276483
100016,2022-01-12,512.3195,-0.00240422529890727,-0.4547954657403279
100016,2022-01-13,510.2445,-0.00405020695093572,-0.6403862268637989
100016,2022-01-14,514.3636,0.00807279647306336,6.585034890556967
100016,2022-01-17,514.7627,0.0007759102704778531,0.21586234103018476
100016,2022-01-18,517.3803,0.005085061524465528,2.5901300162829033
100016,2022-01-19,513.1866,-0.008105642986406814,-0.8713867478597226
100016,2022-01-20,507.1294,-0.011803114110929713,-0.9498169327851835
100016,2022-01-21,507.871,0.0014623486628857485,0.44519271438373864
100016,2022-01-24,506.7062,-0.0022934957892849495,-0.4393310920080844
100016,2022-01-25,509.7762,0.006058737785328061,3.582273504276884
100016,2022-01-26,509.68,-0.00018871026148337133,-0.04644623974796713
100016,2022-01-27,510.8661,0.002327146444828232,0.796354967930746
100016,2022-01-28,503.8641,-0.013706135521617147,-0.9691258128164084
100016,2022-01-31,512.5903,0.01731855871454213,74.7104384670503
100016,2022-02-01,512.1124,-0.0009323235340191749,-0.20947272647733683
100016,2022-02-02,515.5386,0.006690328138900803,4.367422964615393
100016,2022-02-03,512.0153,-0.0068342118320527945,-0.8223843522649255
100016,2022-02-04,513.6729,0.0032374032572854983,1.2580641735152698
100016,2022-02-07,508.0666,-0.010914144000978121,-0.9370543316897462
100016,2022-02-08,510.3595,0.004512991013382983,2.1102875360654383
100016,2022-02-09,509.0223,-0.0026201138609157626,-0.4837350603918704
100016,2022-02-10,509.4161,0.0007736399760875923,0.21516746610088777
100016,2022-02-11,512.826,0.006693742109839196,4.3720119337400245
100016,2022-02-14,507.5435,-0.010300764781816851,-0.9264106213036188
100016,2022-02-15,504.7492,-0.005505537948964023,-0.7512305757354356
100016,2022-02-16,507.0506,0.004559492120046915,2.1467826163458628
100016,2022-02-17,516.7872,0.019202422795673746,119.67928780853646
100016,2022-02-18,516.4246,-0.0007016427651457269,-0.16211635448223072
100016,2022-02-21,519.3918,0.005745659676165582,3.236606160393996
100016,2022-02-22,519.1698,-0.0004274229974365884,-0.10213326249590093
100016,2022-02-23,528.4118,0.017801497698826108,84.32917999880642
100016,2022-02-24,520.6004,-0.014782788726519613,-0.9765543910091545
100016,2022-02-25,521.3038,0.001351132269587163,0.4053066266149894
100016,2022-02-28,514.1489,-0.013725010253138326,-0.9692743475057376
100016,2022-03-01,503.1674,-0.021358598647201354,-0.9956634603518174
100016,2022-03-02,504.7495,0.003144281604889443,1.2058565017666898
100016,2022-03-03,505.6316,0.001747599551856771,0.5527238600354314
100016,2022-03-04,504.6233,-0.0019941396067809647,-0.3953012620093165
100016,2022-03-07,504.411,-0.0004207098641698659,-0.1006124017211002
